Dataset Mhist
    Number of datapoints: 2175
    Root Location: /data/datasets/mhist_dataset
    Transforms (if any): Compose(
                             ToTensor()
                             Normalize(mean=(0.5071, 0.4866, 0.4409), std=(0.267, 0.256, 0.276))
                         )

Dataset Mhist
    Number of datapoints: 977
    Root Location: /data/datasets/mhist_dataset
    Transforms (if any): Compose(
                             ToTensor()
                             Normalize(mean=(0.5071, 0.4866, 0.4409), std=(0.267, 0.256, 0.276))
                         )

********** Fine-tuning teacher model**********
Evaluation at Epoch 0/150, train_(loss, auc, f1, acc) = 0.477, 0.583, 0.297, 0.75, test_(loss, auc, f1, acc) = 0.537, 0.569, 0.266, 0.68
Evaluation at Epoch 3/150, train_(loss, auc, f1, acc) = 0.995, 0.680, 0.544, 0.74, test_(loss, auc, f1, acc) = 1.194, 0.662, 0.565, 0.69
Evaluation at Epoch 4/150, train_(loss, auc, f1, acc) = 0.926, 0.687, 0.554, 0.76, test_(loss, auc, f1, acc) = 1.137, 0.670, 0.573, 0.71
Evaluation at Epoch 5/150, train_(loss, auc, f1, acc) = 0.872, 0.716, 0.596, 0.76, test_(loss, auc, f1, acc) = 1.076, 0.685, 0.603, 0.71
Evaluation at Epoch 6/150, train_(loss, auc, f1, acc) = 0.816, 0.707, 0.584, 0.77, test_(loss, auc, f1, acc) = 1.038, 0.680, 0.589, 0.71
Evaluation at Epoch 7/150, train_(loss, auc, f1, acc) = 0.774, 0.704, 0.580, 0.77, test_(loss, auc, f1, acc) = 1.008, 0.681, 0.588, 0.71
Evaluation at Epoch 8/150, train_(loss, auc, f1, acc) = 0.732, 0.713, 0.593, 0.78, test_(loss, auc, f1, acc) = 0.972, 0.685, 0.594, 0.72
Evaluation at Epoch 9/150, train_(loss, auc, f1, acc) = 0.695, 0.741, 0.631, 0.78, test_(loss, auc, f1, acc) = 0.930, 0.699, 0.619, 0.72
Evaluation at Epoch 10/150, train_(loss, auc, f1, acc) = 0.661, 0.737, 0.629, 0.79, test_(loss, auc, f1, acc) = 0.911, 0.703, 0.619, 0.73
Evaluation at Epoch 11/150, train_(loss, auc, f1, acc) = 0.636, 0.731, 0.620, 0.79, test_(loss, auc, f1, acc) = 0.888, 0.698, 0.610, 0.73
Evaluation at Epoch 12/150, train_(loss, auc, f1, acc) = 0.603, 0.757, 0.654, 0.80, test_(loss, auc, f1, acc) = 0.839, 0.709, 0.633, 0.73
Evaluation at Epoch 13/150, train_(loss, auc, f1, acc) = 0.586, 0.768, 0.666, 0.80, test_(loss, auc, f1, acc) = 0.828, 0.717, 0.644, 0.73
Evaluation at Epoch 14/150, train_(loss, auc, f1, acc) = 0.555, 0.757, 0.658, 0.81, test_(loss, auc, f1, acc) = 0.815, 0.711, 0.630, 0.74
Evaluation at Epoch 15/150, train_(loss, auc, f1, acc) = 0.534, 0.765, 0.668, 0.81, test_(loss, auc, f1, acc) = 0.800, 0.709, 0.629, 0.74
Evaluation at Epoch 16/150, train_(loss, auc, f1, acc) = 0.539, 0.742, 0.641, 0.82, test_(loss, auc, f1, acc) = 0.828, 0.693, 0.597, 0.74
Evaluation at Epoch 17/150, train_(loss, auc, f1, acc) = 0.500, 0.779, 0.685, 0.82, test_(loss, auc, f1, acc) = 0.762, 0.716, 0.639, 0.74
Evaluation at Epoch 18/150, train_(loss, auc, f1, acc) = 0.487, 0.770, 0.678, 0.82, test_(loss, auc, f1, acc) = 0.763, 0.709, 0.626, 0.74
Evaluation at Epoch 19/150, train_(loss, auc, f1, acc) = 0.473, 0.794, 0.704, 0.82, test_(loss, auc, f1, acc) = 0.747, 0.714, 0.638, 0.73
Evaluation at Epoch 20/150, train_(loss, auc, f1, acc) = 0.458, 0.799, 0.711, 0.83, test_(loss, auc, f1, acc) = 0.732, 0.720, 0.645, 0.74
Evaluation at Epoch 21/150, train_(loss, auc, f1, acc) = 0.473, 0.757, 0.666, 0.83, test_(loss, auc, f1, acc) = 0.768, 0.709, 0.617, 0.75
Evaluation at Epoch 22/150, train_(loss, auc, f1, acc) = 0.432, 0.797, 0.711, 0.83, test_(loss, auc, f1, acc) = 0.719, 0.720, 0.645, 0.74
Evaluation at Epoch 23/150, train_(loss, auc, f1, acc) = 0.419, 0.799, 0.717, 0.84, test_(loss, auc, f1, acc) = 0.708, 0.718, 0.641, 0.74
Evaluation at Epoch 24/150, train_(loss, auc, f1, acc) = 0.409, 0.799, 0.719, 0.84, test_(loss, auc, f1, acc) = 0.706, 0.718, 0.640, 0.75
Evaluation at Epoch 25/150, train_(loss, auc, f1, acc) = 0.398, 0.802, 0.723, 0.84, test_(loss, auc, f1, acc) = 0.699, 0.721, 0.644, 0.75
Evaluation at Epoch 26/150, train_(loss, auc, f1, acc) = 0.389, 0.816, 0.740, 0.85, test_(loss, auc, f1, acc) = 0.687, 0.722, 0.647, 0.75
Evaluation at Epoch 27/150, train_(loss, auc, f1, acc) = 0.386, 0.801, 0.728, 0.85, test_(loss, auc, f1, acc) = 0.701, 0.715, 0.633, 0.75
Evaluation at Epoch 28/150, train_(loss, auc, f1, acc) = 0.379, 0.803, 0.734, 0.86, test_(loss, auc, f1, acc) = 0.701, 0.711, 0.626, 0.75
Evaluation at Epoch 29/150, train_(loss, auc, f1, acc) = 0.367, 0.825, 0.749, 0.85, test_(loss, auc, f1, acc) = 0.674, 0.738, 0.669, 0.75
Evaluation at Epoch 30/150, train_(loss, auc, f1, acc) = 0.365, 0.829, 0.749, 0.85, test_(loss, auc, f1, acc) = 0.683, 0.733, 0.665, 0.75
Evaluation at Epoch 31/150, train_(loss, auc, f1, acc) = 0.348, 0.827, 0.755, 0.86, test_(loss, auc, f1, acc) = 0.669, 0.738, 0.669, 0.76
Evaluation at Epoch 32/150, train_(loss, auc, f1, acc) = 0.341, 0.831, 0.763, 0.86, test_(loss, auc, f1, acc) = 0.663, 0.739, 0.669, 0.76
Evaluation at Epoch 33/150, train_(loss, auc, f1, acc) = 0.334, 0.832, 0.762, 0.86, test_(loss, auc, f1, acc) = 0.659, 0.742, 0.674, 0.76
Evaluation at Epoch 34/150, train_(loss, auc, f1, acc) = 0.329, 0.825, 0.760, 0.87, test_(loss, auc, f1, acc) = 0.665, 0.727, 0.651, 0.76
Evaluation at Epoch 35/150, train_(loss, auc, f1, acc) = 0.329, 0.820, 0.759, 0.87, test_(loss, auc, f1, acc) = 0.672, 0.725, 0.647, 0.76
Evaluation at Epoch 36/150, train_(loss, auc, f1, acc) = 0.316, 0.828, 0.765, 0.87, test_(loss, auc, f1, acc) = 0.662, 0.729, 0.655, 0.76
Evaluation at Epoch 37/150, train_(loss, auc, f1, acc) = 0.309, 0.842, 0.779, 0.87, test_(loss, auc, f1, acc) = 0.655, 0.745, 0.678, 0.76
Evaluation at Epoch 38/150, train_(loss, auc, f1, acc) = 0.305, 0.833, 0.773, 0.88, test_(loss, auc, f1, acc) = 0.658, 0.727, 0.651, 0.75
Evaluation at Epoch 39/150, train_(loss, auc, f1, acc) = 0.305, 0.824, 0.765, 0.88, test_(loss, auc, f1, acc) = 0.663, 0.728, 0.651, 0.76
Evaluation at Epoch 40/150, train_(loss, auc, f1, acc) = 0.292, 0.843, 0.784, 0.88, test_(loss, auc, f1, acc) = 0.648, 0.738, 0.668, 0.76
Evaluation at Epoch 41/150, train_(loss, auc, f1, acc) = 0.288, 0.856, 0.797, 0.88, test_(loss, auc, f1, acc) = 0.650, 0.739, 0.670, 0.76
Evaluation at Epoch 42/150, train_(loss, auc, f1, acc) = 0.282, 0.849, 0.792, 0.88, test_(loss, auc, f1, acc) = 0.646, 0.738, 0.669, 0.76
Evaluation at Epoch 43/150, train_(loss, auc, f1, acc) = 0.280, 0.838, 0.782, 0.88, test_(loss, auc, f1, acc) = 0.644, 0.735, 0.663, 0.76
Evaluation at Epoch 44/150, train_(loss, auc, f1, acc) = 0.281, 0.829, 0.775, 0.88, test_(loss, auc, f1, acc) = 0.655, 0.726, 0.649, 0.76
Evaluation at Epoch 45/150, train_(loss, auc, f1, acc) = 0.273, 0.875, 0.816, 0.89, test_(loss, auc, f1, acc) = 0.645, 0.750, 0.686, 0.76
Evaluation at Epoch 46/150, train_(loss, auc, f1, acc) = 0.268, 0.842, 0.791, 0.89, test_(loss, auc, f1, acc) = 0.651, 0.730, 0.656, 0.76
Evaluation at Epoch 47/150, train_(loss, auc, f1, acc) = 0.260, 0.868, 0.814, 0.89, test_(loss, auc, f1, acc) = 0.635, 0.747, 0.680, 0.76
Evaluation at Epoch 48/150, train_(loss, auc, f1, acc) = 0.256, 0.868, 0.815, 0.89, test_(loss, auc, f1, acc) = 0.638, 0.741, 0.673, 0.76
Evaluation at Epoch 49/150, train_(loss, auc, f1, acc) = 0.252, 0.868, 0.820, 0.90, test_(loss, auc, f1, acc) = 0.642, 0.736, 0.665, 0.76
Evaluation at Epoch 50/150, train_(loss, auc, f1, acc) = 0.248, 0.872, 0.820, 0.90, test_(loss, auc, f1, acc) = 0.637, 0.747, 0.680, 0.76
Evaluation at Epoch 51/150, train_(loss, auc, f1, acc) = 0.244, 0.871, 0.821, 0.90, test_(loss, auc, f1, acc) = 0.634, 0.746, 0.679, 0.76
Evaluation at Epoch 52/150, train_(loss, auc, f1, acc) = 0.243, 0.860, 0.814, 0.90, test_(loss, auc, f1, acc) = 0.635, 0.731, 0.657, 0.76
Evaluation at Epoch 53/150, train_(loss, auc, f1, acc) = 0.252, 0.893, 0.833, 0.90, test_(loss, auc, f1, acc) = 0.643, 0.766, 0.706, 0.77
Evaluation at Epoch 54/150, train_(loss, auc, f1, acc) = 0.235, 0.887, 0.839, 0.91, test_(loss, auc, f1, acc) = 0.636, 0.745, 0.679, 0.76
Evaluation at Epoch 55/150, train_(loss, auc, f1, acc) = 0.232, 0.889, 0.843, 0.91, test_(loss, auc, f1, acc) = 0.631, 0.744, 0.678, 0.76
Evaluation at Epoch 56/150, train_(loss, auc, f1, acc) = 0.230, 0.866, 0.822, 0.90, test_(loss, auc, f1, acc) = 0.635, 0.738, 0.667, 0.76
Evaluation at Epoch 57/150, train_(loss, auc, f1, acc) = 0.238, 0.845, 0.804, 0.90, test_(loss, auc, f1, acc) = 0.651, 0.722, 0.643, 0.75
Evaluation at Epoch 58/150, train_(loss, auc, f1, acc) = 0.222, 0.879, 0.835, 0.91, test_(loss, auc, f1, acc) = 0.631, 0.741, 0.673, 0.76
Evaluation at Epoch 59/150, train_(loss, auc, f1, acc) = 0.221, 0.872, 0.832, 0.91, test_(loss, auc, f1, acc) = 0.637, 0.737, 0.666, 0.76
Evaluation at Epoch 60/150, train_(loss, auc, f1, acc) = 0.218, 0.900, 0.856, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.747, 0.681, 0.76
Evaluation at Epoch 61/150, train_(loss, auc, f1, acc) = 0.215, 0.879, 0.841, 0.91, test_(loss, auc, f1, acc) = 0.637, 0.737, 0.666, 0.76
Evaluation at Epoch 62/150, train_(loss, auc, f1, acc) = 0.213, 0.904, 0.860, 0.92, test_(loss, auc, f1, acc) = 0.632, 0.747, 0.682, 0.76
Evaluation at Epoch 63/150, train_(loss, auc, f1, acc) = 0.210, 0.903, 0.859, 0.92, test_(loss, auc, f1, acc) = 0.634, 0.743, 0.677, 0.76
Evaluation at Epoch 64/150, train_(loss, auc, f1, acc) = 0.213, 0.908, 0.857, 0.91, test_(loss, auc, f1, acc) = 0.645, 0.748, 0.684, 0.76
Evaluation at Epoch 65/150, train_(loss, auc, f1, acc) = 0.208, 0.873, 0.837, 0.91, test_(loss, auc, f1, acc) = 0.637, 0.740, 0.670, 0.77
Evaluation at Epoch 66/150, train_(loss, auc, f1, acc) = 0.202, 0.909, 0.868, 0.92, test_(loss, auc, f1, acc) = 0.633, 0.744, 0.678, 0.76
Evaluation at Epoch 67/150, train_(loss, auc, f1, acc) = 0.201, 0.910, 0.867, 0.92, test_(loss, auc, f1, acc) = 0.642, 0.748, 0.683, 0.76
Evaluation at Epoch 68/150, train_(loss, auc, f1, acc) = 0.196, 0.906, 0.870, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.747, 0.680, 0.76
Evaluation at Epoch 69/150, train_(loss, auc, f1, acc) = 0.196, 0.888, 0.855, 0.92, test_(loss, auc, f1, acc) = 0.640, 0.743, 0.674, 0.77
Evaluation at Epoch 70/150, train_(loss, auc, f1, acc) = 0.193, 0.897, 0.864, 0.92, test_(loss, auc, f1, acc) = 0.634, 0.743, 0.674, 0.76
Evaluation at Epoch 71/150, train_(loss, auc, f1, acc) = 0.191, 0.893, 0.861, 0.92, test_(loss, auc, f1, acc) = 0.638, 0.745, 0.677, 0.77
Evaluation at Epoch 72/150, train_(loss, auc, f1, acc) = 0.189, 0.894, 0.863, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.746, 0.678, 0.77
Evaluation at Epoch 73/150, train_(loss, auc, f1, acc) = 0.185, 0.910, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.742, 0.674, 0.76
Evaluation at Epoch 74/150, train_(loss, auc, f1, acc) = 0.191, 0.884, 0.854, 0.92, test_(loss, auc, f1, acc) = 0.650, 0.738, 0.665, 0.77
Evaluation at Epoch 75/150, train_(loss, auc, f1, acc) = 0.183, 0.909, 0.877, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.743, 0.675, 0.76
Evaluation at Epoch 76/150, train_(loss, auc, f1, acc) = 0.182, 0.912, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.741, 0.673, 0.76
Evaluation at Epoch 77/150, train_(loss, auc, f1, acc) = 0.182, 0.913, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.741, 0.673, 0.76
Evaluation at Epoch 78/150, train_(loss, auc, f1, acc) = 0.182, 0.915, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.745, 0.679, 0.76
Evaluation at Epoch 79/150, train_(loss, auc, f1, acc) = 0.182, 0.918, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.744, 0.677, 0.76
Evaluation at Epoch 80/150, train_(loss, auc, f1, acc) = 0.182, 0.916, 0.883, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.745, 0.679, 0.76
Evaluation at Epoch 81/150, train_(loss, auc, f1, acc) = 0.181, 0.913, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.742, 0.673, 0.76
Evaluation at Epoch 82/150, train_(loss, auc, f1, acc) = 0.181, 0.913, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.742, 0.674, 0.76
Evaluation at Epoch 83/150, train_(loss, auc, f1, acc) = 0.181, 0.915, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.675, 0.76
Evaluation at Epoch 84/150, train_(loss, auc, f1, acc) = 0.181, 0.905, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.676, 0.76
Evaluation at Epoch 85/150, train_(loss, auc, f1, acc) = 0.181, 0.918, 0.885, 0.93, test_(loss, auc, f1, acc) = 0.635, 0.745, 0.678, 0.76
Evaluation at Epoch 86/150, train_(loss, auc, f1, acc) = 0.180, 0.913, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.742, 0.674, 0.76
Evaluation at Epoch 87/150, train_(loss, auc, f1, acc) = 0.180, 0.915, 0.883, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.743, 0.675, 0.76
Evaluation at Epoch 88/150, train_(loss, auc, f1, acc) = 0.180, 0.916, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.744, 0.677, 0.76
Evaluation at Epoch 89/150, train_(loss, auc, f1, acc) = 0.180, 0.914, 0.883, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.742, 0.674, 0.76
Evaluation at Epoch 90/150, train_(loss, auc, f1, acc) = 0.179, 0.914, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.741, 0.673, 0.76
Evaluation at Epoch 91/150, train_(loss, auc, f1, acc) = 0.179, 0.918, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 92/150, train_(loss, auc, f1, acc) = 0.179, 0.918, 0.885, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.743, 0.676, 0.76
Evaluation at Epoch 93/150, train_(loss, auc, f1, acc) = 0.179, 0.918, 0.885, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.743, 0.676, 0.76
Evaluation at Epoch 94/150, train_(loss, auc, f1, acc) = 0.179, 0.912, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.741, 0.672, 0.76
Evaluation at Epoch 95/150, train_(loss, auc, f1, acc) = 0.178, 0.920, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.677, 0.76
Evaluation at Epoch 96/150, train_(loss, auc, f1, acc) = 0.178, 0.918, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 97/150, train_(loss, auc, f1, acc) = 0.178, 0.918, 0.885, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 98/150, train_(loss, auc, f1, acc) = 0.178, 0.914, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.740, 0.671, 0.76
Evaluation at Epoch 99/150, train_(loss, auc, f1, acc) = 0.177, 0.920, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.677, 0.76
Evaluation at Epoch 100/150, train_(loss, auc, f1, acc) = 0.177, 0.920, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.677, 0.76
Evaluation at Epoch 101/150, train_(loss, auc, f1, acc) = 0.177, 0.919, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.677, 0.76
Evaluation at Epoch 102/150, train_(loss, auc, f1, acc) = 0.177, 0.919, 0.887, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.743, 0.676, 0.76
Evaluation at Epoch 103/150, train_(loss, auc, f1, acc) = 0.177, 0.920, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.677, 0.76
Evaluation at Epoch 104/150, train_(loss, auc, f1, acc) = 0.176, 0.919, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.740, 0.671, 0.76
Evaluation at Epoch 105/150, train_(loss, auc, f1, acc) = 0.176, 0.920, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.740, 0.671, 0.76
Evaluation at Epoch 106/150, train_(loss, auc, f1, acc) = 0.176, 0.920, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.743, 0.675, 0.76
Evaluation at Epoch 107/150, train_(loss, auc, f1, acc) = 0.176, 0.919, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.740, 0.671, 0.76
Evaluation at Epoch 108/150, train_(loss, auc, f1, acc) = 0.176, 0.920, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 109/150, train_(loss, auc, f1, acc) = 0.175, 0.919, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.740, 0.671, 0.76
Evaluation at Epoch 110/150, train_(loss, auc, f1, acc) = 0.175, 0.921, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.742, 0.674, 0.76
Evaluation at Epoch 111/150, train_(loss, auc, f1, acc) = 0.175, 0.920, 0.887, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.677, 0.76
Evaluation at Epoch 112/150, train_(loss, auc, f1, acc) = 0.175, 0.919, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.637, 0.740, 0.671, 0.76
Evaluation at Epoch 113/150, train_(loss, auc, f1, acc) = 0.174, 0.921, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.741, 0.673, 0.76
Evaluation at Epoch 114/150, train_(loss, auc, f1, acc) = 0.174, 0.920, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.740, 0.671, 0.76
Evaluation at Epoch 115/150, train_(loss, auc, f1, acc) = 0.174, 0.920, 0.891, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.740, 0.671, 0.76
Evaluation at Epoch 116/150, train_(loss, auc, f1, acc) = 0.174, 0.921, 0.891, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.741, 0.673, 0.76
Evaluation at Epoch 117/150, train_(loss, auc, f1, acc) = 0.174, 0.921, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.741, 0.673, 0.76
Evaluation at Epoch 118/150, train_(loss, auc, f1, acc) = 0.173, 0.920, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.740, 0.671, 0.76
Evaluation at Epoch 119/150, train_(loss, auc, f1, acc) = 0.173, 0.921, 0.892, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.740, 0.671, 0.76
Evaluation at Epoch 120/150, train_(loss, auc, f1, acc) = 0.173, 0.921, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.742, 0.675, 0.76
Evaluation at Epoch 121/150, train_(loss, auc, f1, acc) = 0.173, 0.917, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.740, 0.671, 0.76
Evaluation at Epoch 122/150, train_(loss, auc, f1, acc) = 0.173, 0.921, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.742, 0.675, 0.76
Evaluation at Epoch 123/150, train_(loss, auc, f1, acc) = 0.172, 0.921, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.742, 0.674, 0.76
Evaluation at Epoch 124/150, train_(loss, auc, f1, acc) = 0.172, 0.921, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.741, 0.673, 0.76
Evaluation at Epoch 125/150, train_(loss, auc, f1, acc) = 0.172, 0.918, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.741, 0.672, 0.76
Evaluation at Epoch 126/150, train_(loss, auc, f1, acc) = 0.172, 0.917, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.743, 0.675, 0.76
Evaluation at Epoch 127/150, train_(loss, auc, f1, acc) = 0.172, 0.922, 0.891, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.742, 0.675, 0.76
Evaluation at Epoch 128/150, train_(loss, auc, f1, acc) = 0.173, 0.930, 0.897, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.743, 0.676, 0.76
Evaluation at Epoch 129/150, train_(loss, auc, f1, acc) = 0.171, 0.922, 0.894, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.740, 0.671, 0.76
Evaluation at Epoch 130/150, train_(loss, auc, f1, acc) = 0.171, 0.922, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.744, 0.677, 0.76
Evaluation at Epoch 131/150, train_(loss, auc, f1, acc) = 0.171, 0.922, 0.893, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.741, 0.673, 0.76
Evaluation at Epoch 132/150, train_(loss, auc, f1, acc) = 0.171, 0.921, 0.891, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.741, 0.673, 0.76
Evaluation at Epoch 133/150, train_(loss, auc, f1, acc) = 0.170, 0.922, 0.892, 0.94, test_(loss, auc, f1, acc) = 0.638, 0.741, 0.673, 0.76
Evaluation at Epoch 134/150, train_(loss, auc, f1, acc) = 0.170, 0.925, 0.893, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.744, 0.677, 0.76
Evaluation at Epoch 135/150, train_(loss, auc, f1, acc) = 0.170, 0.922, 0.894, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.741, 0.672, 0.76
Evaluation at Epoch 136/150, train_(loss, auc, f1, acc) = 0.170, 0.922, 0.894, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.741, 0.673, 0.76
Evaluation at Epoch 137/150, train_(loss, auc, f1, acc) = 0.169, 0.922, 0.892, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.740, 0.672, 0.76
Evaluation at Epoch 138/150, train_(loss, auc, f1, acc) = 0.169, 0.922, 0.893, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.740, 0.672, 0.76
Evaluation at Epoch 139/150, train_(loss, auc, f1, acc) = 0.169, 0.923, 0.896, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.741, 0.672, 0.76
Evaluation at Epoch 140/150, train_(loss, auc, f1, acc) = 0.169, 0.923, 0.895, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.741, 0.672, 0.76
Evaluation at Epoch 141/150, train_(loss, auc, f1, acc) = 0.170, 0.929, 0.897, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.743, 0.677, 0.76
Evaluation at Epoch 142/150, train_(loss, auc, f1, acc) = 0.169, 0.923, 0.895, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.741, 0.672, 0.76
Evaluation at Epoch 143/150, train_(loss, auc, f1, acc) = 0.168, 0.925, 0.894, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.741, 0.673, 0.76
Evaluation at Epoch 144/150, train_(loss, auc, f1, acc) = 0.168, 0.922, 0.892, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.742, 0.675, 0.76
Evaluation at Epoch 145/150, train_(loss, auc, f1, acc) = 0.168, 0.923, 0.896, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.742, 0.673, 0.76
Evaluation at Epoch 146/150, train_(loss, auc, f1, acc) = 0.168, 0.923, 0.893, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.743, 0.676, 0.76
Evaluation at Epoch 147/150, train_(loss, auc, f1, acc) = 0.167, 0.923, 0.895, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.741, 0.672, 0.76
Evaluation at Epoch 148/150, train_(loss, auc, f1, acc) = 0.167, 0.923, 0.895, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.741, 0.672, 0.76
Evaluation at Epoch 149/150, train_(loss, auc, f1, acc) = 0.167, 0.922, 0.894, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.741, 0.672, 0.76
********** Fine-tuning assistant with KD, temp = 4**********
Evaluation at Epoch 0/150, train_(loss, auc, f1, acc) = 0.519, 0.704, 0.580, 0.77, test_(loss, auc, f1, acc) = 0.562, 0.676, 0.591, 0.70
Evaluation at Epoch 1/150, train_(loss, auc, f1, acc) = 0.434, 0.692, 0.558, 0.80, test_(loss, auc, f1, acc) = 0.507, 0.690, 0.579, 0.75
Evaluation at Epoch 2/150, train_(loss, auc, f1, acc) = 0.408, 0.776, 0.685, 0.82, test_(loss, auc, f1, acc) = 0.479, 0.736, 0.665, 0.76
Evaluation at Epoch 3/150, train_(loss, auc, f1, acc) = 0.386, 0.723, 0.612, 0.82, test_(loss, auc, f1, acc) = 0.486, 0.704, 0.599, 0.76
Evaluation at Epoch 4/150, train_(loss, auc, f1, acc) = 0.369, 0.763, 0.675, 0.83, test_(loss, auc, f1, acc) = 0.470, 0.721, 0.636, 0.76
Evaluation at Epoch 5/150, train_(loss, auc, f1, acc) = 0.365, 0.746, 0.651, 0.83, test_(loss, auc, f1, acc) = 0.484, 0.707, 0.607, 0.76
Evaluation at Epoch 6/150, train_(loss, auc, f1, acc) = 0.358, 0.810, 0.730, 0.84, test_(loss, auc, f1, acc) = 0.462, 0.758, 0.694, 0.78
Evaluation at Epoch 7/150, train_(loss, auc, f1, acc) = 0.351, 0.763, 0.678, 0.84, test_(loss, auc, f1, acc) = 0.480, 0.712, 0.617, 0.76
Evaluation at Epoch 8/150, train_(loss, auc, f1, acc) = 0.342, 0.795, 0.721, 0.85, test_(loss, auc, f1, acc) = 0.468, 0.734, 0.657, 0.77
